1.613127661333869228e-02,-1.194929541069246481e-01,1.595657100809079187e-01
9.050203294329313419e-02,-1.783079153748247658e-01,-3.958452704708391792e-03
-1.467459128164195492e-01,3.892178513134239570e-02,-1.301949757627590409e-01
1.765360369048634970e-01,-1.789706172087639907e-02,9.227525592315537206e-02
1.441654341174396399e-02,-1.041006812742497067e-01,1.701623090883947198e-01
1.859783547983259178e-01,7.355721561943301401e-02,-1.177954508561950735e-03
-1.354445366311337606e-01,1.293168669483528953e-02,-1.465863191979527302e-01
4.221030516313382247e-02,-8.143192109135562184e-02,1.777276916110890059e-01
5.169228750321423066e-02,-7.470553200131865856e-02,1.781768528768117033e-01
1.144117495786306504e-01,-1.617096004422164945e-01,-2.756731185979892362e-02
-1.480160134424693685e-01,-1.131428297834749797e-01,7.273211005591913303e-02
1.696302081926761574e-01,-1.048237330033324061e-01,1.541354818837731983e-02
-4.195445879887767932e-02,1.855512218632928423e-01,-6.172979387566708553e-02
-1.667366987705920511e-02,1.134407416954159864e-01,1.638694201381842852e-01
6.828854464310912809e-02,-1.685287989729138125e-01,8.327495774404995721e-02
1.135751222145855860e-01,-1.599009638115723997e-01,3.914554107522539433e-02
1.153332169482098601e-01,1.607419868960861808e-01,-2.933023554415492562e-02
1.618459802356914667e-01,-4.926804928565591685e-02,-1.066702301541266468e-01
8.650937923337748137e-02,-3.659287599843071004e-02,1.765703506561029368e-01
9.724626910669106894e-02,-1.672001237557098619e-01,-5.086532965492644026e-02
5.033709804953968858e-02,-1.624045913061049340e-01,-1.053134620200478627e-01
-1.987533998208741437e-01,-1.346028665338365460e-02,1.777376557886644476e-02
-7.777270145575250482e-02,-1.828879561355618855e-01,2.243663095991002554e-02
8.188676302212989644e-02,-1.462128623428814167e-01,-1.091620672544229287e-01
9.502749915617626775e-02,-1.754307450492866016e-01,1.392221590032014303e-02
-1.793265441205487143e-01,8.843442910885877806e-02,-4.619775099626989394e-03
8.585978927940855765e-02,-1.742468533113253337e-01,-4.760389370626145339e-02
-5.088210674414095878e-03,1.030730504775710793e-01,-1.713185815297945946e-01
1.710918336920454197e-02,-1.916067171965287197e-01,-5.471875153554226628e-02
1.240144078043586701e-01,-1.790948926090938503e-02,-1.558835361779671580e-01
3.210934416585119883e-02,1.382776384875087639e-01,-1.408839405736393713e-01
3.436098813314314437e-02,5.044505471459570511e-02,1.904589692016510072e-01
1.516932077639145116e-01,-3.669199432937246975e-03,-1.302908580592483934e-01
-1.123203034812342016e-01,-1.150608648747578067e-01,-1.189333712637297702e-01
-1.163201015083017570e-01,-9.686308298117884963e-02,1.307179296825023707e-01
3.550614540248486772e-02,1.455963597115744745e-01,-1.324424919630985409e-01
1.814218708875467434e-01,-2.162286203086529173e-03,-8.415122864247598367e-02
-6.163519585443294480e-02,1.646062693378541053e-01,9.542472806699280052e-02
-2.284063678413925449e-02,-1.977698453224889241e-01,1.911527118337147044e-02
1.188384115448696682e-01,2.423651682086404649e-02,-1.590283722921295717e-01
-1.584100746826995199e-01,1.205522605640679812e-01,1.932357916936235098e-02
1.215844724423378875e-01,-1.056176391816693871e-01,-1.185838536842561686e-01
1.616733794971742244e-01,-1.157679287917991739e-01,2.143606832466254594e-02
6.223844291646365295e-02,-1.599817239846051398e-01,-1.026266252697014408e-01
2.459789789158695061e-02,-5.884420228021130378e-02,-1.895581791359070845e-01
9.194526913810287250e-02,-9.277749401434152998e-02,1.514542970256725907e-01
-1.362095665854737292e-01,-1.262759904688801615e-01,-7.417093906443879281e-02
1.056575511451223887e-01,-8.848145294441231434e-02,-1.449396921856176690e-01
5.094021237275897507e-02,6.151620620321653771e-02,1.833598951182661418e-01
-2.629757198441210614e-02,-1.311897944983524411e-01,1.486528692195503154e-01
-2.213386207816981366e-01,-1.291095774977701616e-01,-9.666126069676532762e-01
5.416485603956791225e-03,-4.164270002196920339e-01,-9.091530207680832421e-01
-4.782362276872786366e-01,-7.376424770412930432e-01,4.766274085612647871e-01
4.655711146175500748e-01,8.629311682288798302e-01,1.964518672166615798e-01
4.141262447330958385e-01,2.202422021806914876e-01,8.831720250335510780e-01
5.291577516445489238e-01,-7.707943650610769026e-01,3.547789743834564025e-01
-5.615500691202258698e-01,-8.201099319839727508e-01,1.099146001781072107e-01
-8.240337474703059994e-01,5.512712820566919580e-01,-1.306459207538271106e-01
-9.205117474530075117e-02,9.376914931095545191e-02,-9.913293740556212708e-01
-8.220822108191913058e-01,-3.729915979017352501e-01,-4.301838055405396988e-01
4.372693420562011046e-01,2.597604180351678060e-01,-8.609994469916527615e-01
3.345151669155582153e-01,6.438522040126138934e-01,-6.881525575710342180e-01
9.181796193176158249e-01,-1.305069655504280390e-01,-3.740509572405574801e-01
-4.989573317227488647e-01,-5.141836194364673984e-01,6.976079032116313527e-01
6.067541795001194505e-01,-3.276536508185652341e-01,7.242185103712845962e-01
7.608281036641526551e-01,3.949564528696048460e-01,-5.149271764157228315e-01
7.567666189484598682e-01,6.212283292685709668e-01,-2.034198794599398341e-01
7.600410861656529127e-01,-4.258396644529701125e-01,-4.909156012174764605e-01
4.124881625556810483e-01,-4.670296675437347056e-01,-7.821360529891372426e-01
-9.701616726950340608e-02,-9.785585224483398514e-01,1.816895193236467698e-01
-4.536202015901381612e-01,-1.548206659430310383e-01,-8.776441614380391387e-01
-7.240130477227029182e-01,5.593867344723359863e-02,-6.875143427887501213e-01
-5.164418660273116801e-01,9.471015772397012311e-02,-8.510686135900729088e-01
9.987961467757393574e-01,-2.371006062897304187e-02,-4.294287147951679484e-02
4.604640912822052234e-01,4.482666791947996776e-01,-7.661787030212465766e-01
6.265889054353031007e-01,6.509781440535238328e-01,4.285018081058916128e-01
3.025054077290978971e-01,4.485462748127656135e-02,9.520916661163294492e-01
7.519891645356177046e-01,-6.403208141547386267e-01,-1.565297140521133279e-01
-9.290337057366547524e-02,-7.389059519185596780e-01,-6.673731774317718246e-01
-5.449560261913340975e-01,6.149708637149160495e-01,-5.699418973013653522e-01
1.287657616775773374e-02,3.544145742151668110e-01,9.349997344224638685e-01
-1.267769158176454414e-01,1.086933090912375055e-01,-9.859581016323981650e-01
3.084444837674878981e-01,6.220275578931659943e-01,7.196830675060181814e-01
-1.730086275612614799e-01,3.503521967585836450e-01,-9.205005991392962716e-01
1.675979233472477820e-02,1.216419586216799520e-01,-9.924325383942116385e-01
-1.943472646868644738e-01,-3.753816396920334197e-01,9.062658358841815254e-01
6.535280039163721133e-01,-6.214107781938852382e-01,4.321455690407484673e-01
6.919934495700257315e-01,4.929860160559996207e-01,-5.273612175022068804e-01
1.786937353576024609e-02,-6.575192470328129479e-01,-7.532258129345025255e-01
4.418189839301404215e-02,-8.597895708672385062e-01,5.087335782925276328e-01
-9.650361521978174650e-01,-8.586565241871597920e-02,2.476536183582603579e-01
7.276725244822991323e-01,-6.563494553866797698e-01,-1.992437941998864981e-01
4.490792511096114437e-01,-8.897665350076257029e-01,-8.150668318214263075e-02
5.341573790013335321e-01,-8.180056505201014350e-01,2.134072402136612256e-01
5.659430667596089259e-01,-3.445223781802257967e-01,-7.490078611868972169e-01
-7.907134898701961845e-01,4.704346453868569200e-01,-3.917440763521987113e-01
4.846374639717765942e-01,-1.451721854958151758e-01,-8.625842365087443842e-01
-2.533829403116122370e-01,3.496089648394293259e-01,-9.019815171404259591e-01
-2.347401614221033550e-01,-1.248631113135450360e-01,-9.640053215872961268e-01
7.687132349976047996e-01,4.924317210286212054e-01,4.081555615991375174e-01
4.495877932659304022e-01,-4.126339597693209904e-01,-7.922146371983803670e-01
9.802919871124532447e-01,-1.336981864035819145e-01,1.454386982735712819e-01
-2.863215199436966452e-01,9.077635952401840180e-01,-3.065701263556945833e-01
7.200815558344252354e-01,-5.958314211796911231e-01,-3.556226518123710156e-01
-9.653417417736886996e-01,-2.570244651217085119e-01,-4.531827355759102810e-02
-2.546308632547261697e-01,6.569647080915333448e-02,-9.648041755721079582e-01
1.954066289974419057e-01,-8.275647793248132045e-01,-5.262630381899618959e-01
-4.832087704563229336e-01,4.949351194361559236e-01,7.221831566180469952e-01
-7.549150079117141754e-01,-4.580117730751878113e-01,-4.693916771249563857e-01
-8.295387547616758228e-01,-5.173104994714396998e-01,-2.103694404733204570e-01
-5.404849185680562496e-01,3.241687994511789905e-01,7.763959313796426898e-01
-2.526694162074989425e-01,-6.553482233321709927e-02,9.653306962772474353e-01
-1.596165970653992960e-01,8.838613182919484723e-01,-4.396722779167239747e-01
-8.348999697084429072e-02,7.587389182457384695e-01,-6.460221933843256492e-01
-8.049851845100797210e-01,-2.796696199961989371e-01,-5.232434962524183941e-01
1.414851768897163187e-01,9.899388579706943636e-01,1.732685823578207236e-03
7.016199997810409483e-01,-6.988548207898717668e-02,7.091159251503520444e-01
5.037294982899801488e-01,6.836688453041188662e-01,-5.280658126721117229e-01
2.733683751862636679e-01,9.486824827117539272e-01,-1.589694261293184696e-01
7.525658463804656417e-01,6.530731554783396620e-01,-8.449911511499925976e-02
-3.233722938490662391e-01,9.283043601741129969e-01,1.835248605844009562e-01
-4.447908584083402062e-01,6.594781286220003924e-01,6.060112953943979086e-01
7.773420660660115278e-01,-1.692906237490060806e-01,-6.058712710096898491e-01
4.301574299508915122e-01,-8.600112951657765681e-01,2.744907241517050567e-01
9.334683733962617636e-01,-5.911701667203778099e-02,3.537541154654392228e-01
9.633912673741186206e-01,-2.680052669918817632e-01,7.102310321274681038e-03
4.847647492251646456e-02,9.013727523499365235e-02,-9.947488642829895866e-01
5.651993444234856279e-01,-7.390577789710615075e-01,3.665287170272251149e-01
9.698207255842024033e-01,1.721412306968063133e-01,1.726706602799673029e-01
